21.0419	0.141259	2.60374e7
20.3394	0.144514	2.26239e7
19.6922	0.147886	1.96807e7
19.0949	0.151378	1.71364e7
18.5425	0.154991	1.49324e7
18.0307	0.158728	1.30199e7
17.5557	0.162588	1.13582e7
17.1142	0.166575	9.91297e6
16.7031	0.17069	8.65492e6
16.3199	0.174935	7.55906e6
15.9621	0.17931	6.60398e6
15.6276	0.183818	5.77118e6
15.3146	0.188459	5.04478e6
15.0212	0.193236	4.41095e6
14.7459	0.198149	3.85774e6
14.4874	0.2032	3.37479e6
14.2443	0.208389	2.95309e6
14.0156	0.213717	2.58478e6
13.8	0.219185	2.26303e6
13.5967	0.224793	1.98193e6
13.4048	0.230543	1.73628e6
13.2235	0.236433	1.52156e6
13.0519	0.242465	1.33384e6
12.8896	0.248638	1.16969e6
12.7357	0.254952	1.02613e6
12.5898	0.261405	900535
12.4513	0.267998	790644
12.3196	0.274728	694463
12.1945	0.281594	610258
12.0748	0.288632	536191
11.9591	0.295948	470293
11.847	0.30362	411416
11.7384	0.311704	358826
11.6334	0.320245	311969
11.5323	0.32928	270368
11.4353	0.338841	233583
11.3428	0.348957	201200
11.255	0.359657	172816
11.1721	0.370963	148048
11.0942	0.382899	126521
11.0215	0.395486	107886
10.9541	0.408741	91812.4
10.892	0.422685	77996.1
10.8351	0.437331	66156.1
10.7835	0.452695	56038
10.737	0.46879	47413.3
10.6956	0.485628	40078
10.659	0.503218	33851.7
10.6273	0.521569	28575.6
10.6001	0.540687	24111.4
10.5772	0.560578	20338.8
10.5586	0.581246	17154.1
10.544	0.60269	14468
10.5331	0.624911	12203.8
10.5258	0.647907	10296.3
10.5218	0.671673	8689.84
10.5209	0.696201	7337.22
10.5229	0.721484	6198.39
10.5275	0.747509	5239.53
10.5346	0.774265	4432.09
10.544	0.801734	3751.94
10.5554	0.829899	3178.85
10.5686	0.858739	2695.74
10.5835	0.888232	2288.27
10.5998	0.918352	1944.36
10.6173	0.949072	1653.94
10.636	0.980361	1408.5
10.6555	1.01219	1200.9
10.6758	1.04452	1025.16
10.6966	1.07731	876.251
10.7179	1.11054	749.957
10.7395	1.14415	642.736
10.7611	1.17811	551.613
10.7828	1.21237	474.084
10.8043	1.24688	408.048
10.8255	1.28161	351.735
10.8464	1.3165	303.652
10.8668	1.3515	262.553
10.8866	1.38657	227.372
10.9057	1.42165	197.221
10.924	1.4567	171.347
10.9415	1.49166	149.112
10.958	1.52649	129.979
10.9735	1.56113	113.491
10.9879	1.59553	99.2636
11.0012	1.62966	86.9695
11.0133	1.66345	76.3304
11.0241	1.69687	67.1094
11.0337	1.72986	59.1071
11.0419	1.76236	52.1548
11.0486	1.7943	46.1103
11.0539	1.82562	40.8487
11.0577	1.85623	36.2634
11.0599	1.88609	32.2624
11.0605	1.91514	28.7659
11.0593	1.94333	25.7063
11.0565	1.97061	23.0246
11.0519	1.99693	20.6703
11.0456	2.02225	18.6002
11.0375	2.04656	16.7769
11.0277	2.0698	15.1681
11.016	2.09197	13.746
11.0026	2.11304	12.487
10.9874	2.133	11.3703
10.9705	2.15183	10.378
10.9518	2.16952	9.49461
10.9315	2.18609	8.70704
10.9095	2.20151	8.00346
10.8859	2.21581	7.37393
10.8606	2.22899	6.80971
10.8339	2.24105	6.30307
10.8056	2.25201	5.84745
10.776	2.26189	5.43698
10.7449	2.2707	5.06669
10.7125	2.27846	4.73205
10.6788	2.28521	4.42922
10.6439	2.29095	4.15477
10.6078	2.29571	3.90583
10.5707	2.29951	3.67997
10.5326	2.30235	3.47503
10.4935	2.30425	3.28906
10.4536	2.30523	3.12037
10.4128	2.30529	2.96742
